MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_206,1351.170382,673.2960400000001,2094.62,0.28144,0.3401,Pr,3,1,13,pcu,11.80600064,5.633935
mof_unit_pretest_207,1424.102346,685.58592,2572.1,0.3136,0.3923,Ph,2,1,21,pcu,12.47082934,4.92396
mof_unit_pretest_208,680.99802,575.4291400000001,0.0,0.0627799999999999,0.0447,OMe-H,2,10,14,pcu,56.54015153,8.803230000000001
mof_unit_pretest_209,1355.617835,881.35724,1652.02,0.29127,0.2698,Me-I,2,12,16,pcu,14.14997666,5.415092
mof_unit_pretest_210,2203.962965,1282.65466,1228.94,0.19898,0.2059,OPr,9,17,24,sra,25.98986899,6.516356
mof_unit_pretest_211,1657.595264,773.601646,2817.67,0.36698,0.4735,NH2-F,2,16,19,pcu,11.9501979,5.181153
mof_unit_pretest_212,2790.74508,1274.18676,3720.77,0.38494,0.5077,Br,9,16,20,sra,21.97819318,5.843495
mof_unit_pretest_213,3497.793771,1366.6865,3426.27,0.40121,0.6184,OMe-OH,9,6,18,sra,28.77505845,6.281518
mof_unit_pretest_214,907.363073,839.5958199999999,0.0,0.0532299999999999,0.0346,COOH-Cl,3,4,10,pcu,39.05574736,8.168206
mof_unit_pretest_215,6268.387982,2055.08212,3286.67,0.5241600000000001,0.9628,OH-NO2,9,27,28,sra,18.96663808,5.149583
mof_unit_pretest_216,1565.728292,781.7561,2295.4,0.28515,0.3439,H-Me,2,4,17,pcu,17.93884327,5.329616000000001
mof_unit_pretest_217,6845.114948,3311.7291600000003,1849.45,0.25039,0.3117,OMe-NH2,4,3,27,acs,11.71369042,5.858967
mof_unit_pretest_218,5037.866439,2143.3604800000003,3426.62,0.3816199999999999,0.5402,,12,4,12,bcu,16.48507422,5.194176000000001
mof_unit_pretest_219,2273.106486,1639.4181199999998,640.72,0.13963,0.1166,Cl-NO2,9,2,2,sra,33.16639326,6.496802
mof_unit_pretest_220,1362.360455,887.81574,1546.87,0.2743,0.2535,Cl-SO3H,2,1,16,pcu,14.97358834,5.033047
mof_unit_pretest_221,1959.624732,1068.39336,1820.5,0.2889,0.3191,H-OEt,9,1,13,sra,17.72483774,5.343192
mof_unit_pretest_222,2438.290133,1761.018,0.0,0.07438,0.062,OPr-NO2,9,17,19,sra,51.62192402,8.561105
mof_unit_pretest_223,1617.776254,1078.47276,511.03,0.14978,0.1353,OEt,9,4,22,sra,19.07957165,5.935221
mof_unit_pretest_224,1885.191119,1707.536196,233.88,0.04923,0.0327,OPr-OH,10,46,57,etb,46.31276179,7.499337
mof_unit_pretest_225,5169.831275,2423.54144,2656.13,0.30093,0.3866,OEt-OH,12,11,12,bcu,14.70198143,4.623233
mof_unit_pretest_226,1654.795559,1301.69236,0.0,0.1234,0.0945,NO2-OH,2,9,13,pcu,39.80962208,6.421809
mof_unit_pretest_227,1436.050425,1106.1841,529.34,0.10432,0.0816,OPr-Br,3,14,21,pcu,21.57886292,6.8331550000000005
mof_unit_pretest_228,11536.772442,5497.67488,2342.91,0.34564,0.4368,OMe,1,1,17,pcu,15.30930059,5.6369940000000005
mof_unit_pretest_229,2378.083253,1200.08928,1003.08,0.17065,0.2036,Pr-Ph,3,18,22,pcu,42.32078629,7.126894999999999
mof_unit_pretest_230,7794.289006,3983.21952,2305.31,0.32635,0.3846,OMe-OEt,3,38,40,fof,21.64628553,6.322279
mof_unit_pretest_231,1612.307812,1035.21596,1327.88,0.2464,0.2311,NO2-CN,3,12,17,pcu,19.78287113,5.234251
mof_unit_pretest_232,2450.508757,1112.54372,2851.49,0.32461,0.4306,Et-Cl,3,4,28,pcu,15.12601919,5.685939
mof_unit_pretest_233,1217.837709,638.48812,2260.0,0.3204599999999999,0.3681,OH-NH2,2,14,19,pcu,12.67241255,5.122358
mof_unit_pretest_234,1361.341803,783.34712,1910.36,0.25296,0.2647,Cl-NHMe,2,11,16,pcu,13.42939311,5.292285
mof_unit_pretest_235,997.222212,628.4487,691.75,0.14957,0.1429,COOH-CN,2,10,23,pcu,23.32120169,6.32042
mof_unit_pretest_236,691.134679,526.97952,0.0,0.11481,0.0907,HCO,3,10,12,pcu,52.78504124,7.558018
mof_unit_pretest_237,3039.546743,1347.908573,3106.45,0.35186,0.4778,F-Et,12,4,13,bcu,15.25623239,5.102562
mof_unit_pretest_238,1689.371816,829.744646,2011.43,0.24921,0.3056,F-OPr,2,11,25,pcu,13.91431307,5.270449
mof_unit_pretest_239,3871.059583,2609.28752,1059.27,0.1888099999999999,0.1687,H,4,1,11,acs,29.42240063,6.507189
mof_unit_pretest_240,1560.248274,819.7212599999999,1646.26,0.25367,0.2908,CN-OPr,2,4,17,pcu,16.80525508,5.755783
mof_unit_pretest_241,1128.802179,623.15124,1858.92,0.27293,0.2977,HCO,3,4,11,pcu,12.80790114,5.764483
mof_unit_pretest_242,3447.85696,2131.20684,908.24,0.17337,0.1689,NO2-OPr,9,17,23,sra,40.01839874,7.090596000000001
mof_unit_pretest_243,2169.344424,1597.34124,0.0,0.20007,0.1636,I-Ph,3,13,18,pcu,30.64746474,7.1231800000000005
mof_unit_pretest_244,1663.411438,1849.9298,0.0,0.15257,0.0826,Cl-I,2,14,23,pcu,34.38732548,6.517128
mof_unit_pretest_245,1666.087788,883.3553199999999,1908.09,0.27037,0.3071,Pr-NO2,3,1,23,pcu,16.52877983,5.90621
mof_unit_pretest_246,2834.54815,1261.8458,3040.76,0.37205,0.5033,Cl-NH2,2,22,29,pcu,12.54479306,4.768506
mof_unit_pretest_247,1110.295446,679.62132,0.0,0.13754,0.1353,OPr,2,4,12,pcu,14.86769268,6.080971
mof_unit_pretest_248,3318.903644,1227.79488,3487.93,0.40763,0.6636,OMe-H,3,17,23,pcu,11.99842479,5.436028
mof_unit_pretest_249,1085.824326,659.22816,1208.78,0.17831,0.1769,OMe-NHMe,3,10,26,pcu,33.61596764,6.04063
mof_unit_pretest_250,6079.052514,2406.01468,2940.94,0.33991,0.5172,OEt-OPr,4,3,7,acs,23.53673478,5.541155000000001
mof_unit_pretest_251,7869.996622,3810.491146,2309.82,0.30723,0.3821,F,4,2,17,acs,18.59614307,5.879903
mof_unit_pretest_252,2461.094163,1516.7784,0.0,0.14544,0.1421,NO2-Pr,9,18,19,sra,47.65238584,7.612999
mof_unit_pretest_253,2638.213418,1602.17243,0.0,0.17995,0.1784,F-OH,12,9,11,bcu,32.87672328,6.783421000000001
mof_unit_pretest_254,2268.470488,2157.65444,0.0,0.1260099999999999,0.0798,I-Cl,3,14,14,pcu,78.65913952,7.299708
mof_unit_pretest_255,1122.239852,715.65496,1256.02,0.17649,0.1667,Me,2,1,9,pcu,31.25745864,7.137127
mof_unit_pretest_256,1951.361088,1396.4500380000002,0.0,0.13229,0.1113,F-Et,9,1,16,sra,63.03644988,7.346878999999999
mof_unit_pretest_257,4044.395462,2765.67288,0.0,0.0,0.0,Ph-OEt,2,38,38,fof,19.90370816,6.889225
mof_unit_pretest_258,3080.95066,2457.66192,0.0,0.05986,0.0452,NH2-OH,9,18,29,sra,26.17238425,7.662244
mof_unit_pretest_259,1085.867262,803.05536,0.0,0.15316,0.1247,OH-NO2,3,5,17,pcu,98.03757546,8.384636
mof_unit_pretest_260,1152.342082,853.36426,0.0,0.1069099999999999,0.0869,OH-Me,3,4,22,pcu,56.25974589,7.111238
mof_unit_pretest_261,2011.866975,879.7765199999999,2517.5,0.37915,0.5221,OEt,2,14,27,pcu,13.25848209,5.195005999999999
mof_unit_pretest_262,1260.7071119999998,934.90622,1310.09,0.22484,0.1826,CN-SO3H,1,10,10,pcu,24.16630716,5.49868
mof_unit_pretest_263,2918.96331,1362.02954,2046.04,0.23525,0.3036,NHMe-OPr,3,11,29,pcu,23.61394984,6.009787
mof_unit_pretest_264,3009.511338,1218.1669,3507.16,0.33652,0.5007,Pr-COOH,2,18,23,pcu,17.44374502,5.603912
mof_unit_pretest_265,1560.512065,1071.6036800000002,1174.62,0.19557,0.1715,NO2-H,2,4,17,pcu,31.99071958,6.383312
mof_unit_pretest_266,1334.832831,729.63848,1781.27,0.26381,0.2906,Ph-OH,2,4,13,pcu,14.95474724,5.604142
mof_unit_pretest_267,4378.750581,1641.172,3151.28,0.39445,0.6338,Et,9,3,18,sra,34.58764994,6.465797
mof_unit_pretest_268,2768.963165,1974.517616,990.0,0.20906,0.1766,NO2-HCO,10,48,53,etb,16.95137134,5.997991000000001
mof_unit_pretest_269,1742.802773,721.33884,3120.23,0.38514,0.5604,H-Me,3,4,26,pcu,10.48995568,5.081701
mof_unit_pretest_270,1934.464838,1180.03968,1406.36,0.22695,0.2241,OPr-SO3H,2,24,27,pcu,25.77907459,6.2161800000000005
mof_unit_pretest_271,1558.891249,1049.750689,1088.36,0.19559,0.1749,H-F,2,9,16,pcu,17.61561631,5.74303
mof_unit_pretest_272,1100.285247,879.7831199999999,0.0,0.0655299999999999,0.0494,NH2-CN,2,9,24,pcu,47.007571,7.017882000000001
mof_unit_pretest_273,1296.27305,943.06286,1111.35,0.22399,0.1854,I,3,4,16,pcu,20.13720178,5.722497
mof_unit_pretest_274,1643.416212,1487.29387,1097.27,0.26861,0.1787,Cl-I,2,13,14,pcu,14.57299365,5.5468720000000005
mof_unit_pretest_275,1143.290123,918.78335,1450.26,0.2645,0.1982,H-I,3,11,14,pcu,10.98557783,6.015639
mof_unit_pretest_276,1811.068188,789.73504,3012.84,0.30937,0.4272,Ph,2,2,10,pcu,18.57664252,5.998296
mof_unit_pretest_277,6829.076294,2810.5443,2975.56,0.38585,0.5646,Br-NHMe,4,3,3,acs,10.04138402,5.460116
mof_unit_pretest_278,1578.469968,889.23053,1958.23,0.3086,0.3299,I,3,14,17,pcu,19.79328401,5.83009
mof_unit_pretest_279,2213.302463,1776.655251,0.0,0.06984,0.0524,OH-F,9,16,18,sra,106.8174695,8.297475
mof_unit_pretest_280,2194.541223,929.55096,3003.64,0.32993,0.4691,OPr,3,17,24,pcu,15.0475584,5.282101
mof_unit_pretest_281,1920.07761,1324.69288,0.0,0.09226,0.0805,,9,2,16,sra,160.09951,9.59024
mof_unit_pretest_282,2922.52183,2048.45268,0.0,0.1015,0.0872,OPr-OEt,1,10,12,pcu,54.43118273,6.918809
mof_unit_pretest_283,4046.66003,3490.1864,0.0,0.06185,0.0432,NHMe-SO3H,4,11,15,acs,73.68282823,9.204331
mof_unit_pretest_284,1423.464027,725.28448,2187.7,0.2670099999999999,0.3156,OMe-Me,3,14,21,pcu,14.22279244,5.738678
mof_unit_pretest_285,3319.076064,1428.3536,2267.16,0.32708,0.4577,OMe-OPr,2,16,28,pcu,16.92025829,5.723706
mof_unit_pretest_286,2254.086811,1480.40964,1568.57,0.25933,0.2378,Br-H,4,4,19,acs,20.45337758,5.676080000000001
mof_unit_pretest_287,4280.834634000001,4181.52808,0.0,0.07259,0.0448,COOH-OH,4,11,14,acs,71.13808815,8.177944
mof_unit_pretest_288,3465.89358,1183.75376,3757.74,0.46545,0.8207,OMe-NH2,3,18,25,pcu,9.224956839,4.646496
mof_unit_pretest_289,4250.982579,3089.87544,753.67,0.14393,0.1192,COOH-OPr,4,19,22,acs,33.16761341,6.238256
mof_unit_pretest_290,1314.108517,1303.38468,0.0,0.09333,0.0567,Br-SO3H,2,12,16,pcu,91.27998576,8.398439
mof_unit_pretest_291,1553.790667,1364.20402,0.0,0.09011,0.0618,SO3H-Me,2,16,24,pcu,79.38962187,7.422478999999999
mof_unit_pretest_292,3843.394812,1616.80304,2506.32,0.38325,0.5487,OH,9,7,18,sra,28.82599859,6.1684470000000005
mof_unit_pretest_293,1584.450801,743.3443599999999,2297.56,0.3494,0.4485,Me,3,4,17,pcu,13.27236717,5.390532
mof_unit_pretest_294,3249.519072,1476.8022,2644.39,0.3061,0.4056,NHMe-NO2,9,16,26,sra,51.32909926,6.681808
mof_unit_pretest_295,2428.9737600000003,1033.76748,3366.98,0.3900099999999999,0.5519,NO2-OH,2,4,28,pcu,12.56189462,5.077237
mof_unit_pretest_296,4165.320378,3288.15144,619.07,0.13068,0.0997,Cl-NH2,4,22,24,acs,60.57007564,7.596485
mof_unit_pretest_297,1622.486059,924.22344,1800.84,0.30959,0.3273,H,9,1,1,sra,13.97951809,4.882482
mof_unit_pretest_298,901.140499,823.13356,771.46,0.16408,0.1082,Br-NO2,2,1,10,pcu,47.25154092,6.526214
mof_unit_pretest_299,2054.569945,1308.20668,1192.38,0.19495,0.1844,SO3H-H,2,9,18,pcu,25.76122341,6.630724000000001
mof_unit_pretest_300,17352.215913,8561.73088,1893.4,0.37679,0.4599,,1,15,15,pcu,10.7206713,4.842716
mof_unit_pretest_301,1814.78417,1335.76376,0.0,0.0384899999999999,0.0315,COOH-Pr,3,10,29,pcu,27.23562773,9.316597
mof_unit_pretest_302,5097.536678,2391.63184,2712.72,0.32719,0.42,OEt,12,1,12,bcu,16.70384514,5.479506
mof_unit_pretest_303,1635.711168,1088.2633,908.13,0.17457,0.158,NHMe-Br,3,22,25,pcu,17.77406337,5.85192
mof_unit_pretest_304,2049.525447,1316.1838,873.55,0.1235,0.1158,COOH-Ph,2,9,18,pcu,67.54702468,7.284128
mof_unit_pretest_305,1656.955244,1420.673,0.0,0.06892,0.0484,OEt-SO3H,4,1,5,acs,62.57237803,7.120726
mof_unit_pretest_306,2565.969331,1412.09464,0.0,0.216,0.2364,OEt,12,9,12,bcu,30.03768013,6.343572
mof_unit_pretest_307,2921.610722,1132.66374,3374.99,0.41677,0.6474,NHMe,3,14,29,pcu,10.02419369,4.4566
mof_unit_pretest_308,1691.689612,1095.510036,955.1,0.16308,0.1517,OMe-F,3,16,24,pcu,15.38117339,6.405931
mof_unit_pretest_309,2265.353794,1757.1681600000002,0.0,0.02642,0.0205,OEt-NH2,9,2,17,sra,44.19886509,10.700387
mof_unit_pretest_310,2931.010768,1581.661,1945.76,0.26707,0.298,OMe-Br,3,1,29,pcu,13.04458867,6.384213
mof_unit_pretest_311,2613.617841,1368.69776,1831.95,0.22245,0.2558,OEt,9,13,20,sra,17.71759109,6.268641000000001
mof_unit_pretest_312,2266.38519,1318.6456,1472.38,0.27273,0.2823,NH2-SO3H,9,2,4,sra,12.35641934,5.277085
mof_unit_pretest_313,2885.707288,1427.78774,2416.03,0.30743,0.3742,NH2-HCO,3,4,29,pcu,20.22449946,5.285264
mof_unit_pretest_314,1891.094711,1053.9344199999998,0.0,0.1523,0.1646,OPr-CN,2,21,22,pcu,13.08205806,6.135599
mof_unit_pretest_315,1621.979188,919.819093,1629.38,0.22891,0.2431,F-Et,2,13,15,pcu,28.05440612,6.157830000000001
mof_unit_pretest_316,1143.4403,971.82068,0.0,0.05532,0.0392,OH-OMe,2,9,14,pcu,32.85948018,7.633306
mof_unit_pretest_317,12052.111707,4711.749589999999,2457.59,0.5051899999999999,0.7782,F-OH,10,54,54,etb,19.98296829,5.42719
mof_unit_pretest_318,5043.547825,2187.37152,3314.23,0.39281,0.5454,,12,1,24,bcu,13.24947326,5.249738
mof_unit_pretest_319,1552.65508,1222.95988,1181.56,0.2273,0.1738,HCO-Br,2,12,18,pcu,19.00747803,5.685247
mof_unit_pretest_320,1467.61772,1167.3064,438.59,0.0958,0.0725,NHMe-Cl,2,10,28,pcu,46.37744309,7.047953999999999
mof_unit_pretest_321,1567.481137,843.3725199999999,1726.95,0.2290199999999999,0.2563,OMe,3,1,17,pcu,15.41355636,5.812259
mof_unit_pretest_322,2880.9768710000003,1289.1652800000002,3011.71,0.33515,0.4511,OMe-NHMe,2,4,29,pcu,15.07667176,5.349553
mof_unit_pretest_323,2540.49897,1177.84524,2846.36,0.33119,0.4302,,12,4,22,bcu,19.19895373,5.479445
mof_unit_pretest_324,1345.397333,1123.94194,702.16,0.15404,0.111,I,9,5,24,sra,19.04398049,6.161794
mof_unit_pretest_325,2716.833302,1212.20384,2587.72,0.28164,0.3801,OPr-OH,2,18,20,pcu,21.64438399,5.520867
mof_unit_pretest_326,2927.979738,1304.21484,2735.72,0.28772,0.389,OEt-H,2,11,29,pcu,20.09681025,5.748061
mof_unit_pretest_327,1008.716173,822.6041799999999,0.0,0.0,0.0,Ph-Br,2,10,23,pcu,32.72475091,8.086153
mof_unit_pretest_328,1590.293882,1100.34448,883.36,0.16228,0.1412,OH,9,12,22,sra,17.868656299999998,5.414845
mof_unit_pretest_329,1803.174018,802.8632,2252.68,0.2626199999999999,0.3552,Et-NH2,2,11,26,pcu,11.93654174,5.432837
mof_unit_pretest_330,20236.704931,6795.69872,3494.86,0.47345,0.849,OPr-H,1,1,29,pcu,11.3688808,5.390287
mof_unit_pretest_331,1017.746746,709.60424,0.0,0.10091,0.0872,Et-COOH,2,10,25,pcu,65.99198964,7.282796
mof_unit_pretest_332,825.0393690000001,736.45768,0.0,0.04224,0.0285,Cl-OEt,2,10,16,pcu,58.72258025,7.902003
mof_unit_pretest_333,1117.695551,713.32014,0.0,0.14039,0.1325,NHMe-Me,3,4,14,pcu,17.63720919,5.980544999999999
mof_unit_pretest_334,2237.426724,1839.485176,543.12,0.1165,0.0853,NO2,10,49,56,etb,33.8495415,5.663824
mof_unit_pretest_335,3569.337907,1342.56248,2940.2,0.3559,0.5698,OPr-Et,2,17,26,pcu,14.40585706,5.708727
mof_unit_pretest_336,7833.466415999999,3510.70832,2865.02,0.43217,0.5807,NH2,3,38,40,fof,19.8049411,5.506858
mof_unit_pretest_337,1519.513544,745.27412,2210.81,0.34668,0.4257,HCO,3,1,18,pcu,15.35455013,5.523739
mof_unit_pretest_338,674.567063,530.34876,0.0,0.08961,0.0686,NO2,2,10,14,pcu,115.835244,8.592901
mof_unit_pretest_339,1746.329533,1013.90856,0.0,0.15597,0.1618,NHMe-Et,2,10,29,pcu,82.0077223,7.029081
mof_unit_pretest_340,1676.20244,953.39858,1734.65,0.24422,0.2586,HCO-OH,3,16,24,pcu,24.27672292,6.752089
mof_unit_pretest_341,2031.978022,863.541,2576.38,0.36814,0.5217,Pr,3,1,27,pcu,10.95983346,5.33629
mof_unit_pretest_342,5071.959085,2187.37152,3372.32,0.39882,0.5569,,12,1,4,bcu,13.15626873,4.937993
mof_unit_pretest_343,1649.849196,842.3035199999999,2304.22,0.29694,0.3503,Cl-Et,3,13,14,pcu,20.1317163,5.547149
mof_unit_pretest_344,2272.937232,1554.27824,884.65,0.15647,0.1378,COOH-OMe,3,11,11,pcu,36.96108084,7.057617
mof_unit_pretest_345,2255.709807,1336.65912,0.0,0.17668,0.1796,H-SO3H,9,11,18,sra,77.32120696,7.084859
mof_unit_pretest_346,1499.668005,803.76162,1599.83,0.21219,0.2384,Pr,2,16,24,pcu,21.41528408,5.959861
mof_unit_pretest_347,1980.646178,1715.06518,195.53,0.06579,0.0458,NO2-Me,4,14,22,acs,75.78961041,9.171745
mof_unit_pretest_348,1092.215242,807.239613,518.82,0.12824,0.1045,F-OEt,3,5,17,pcu,65.00582219,7.62967
mof_unit_pretest_349,5161.635101,1962.33036,3043.89,0.49198,0.7793,HCO-SO3H,3,3,18,pcu,17.40733854,5.689235
mof_unit_pretest_350,1132.994337,787.39692,0.0,0.1113,0.0964,OEt,3,4,9,pcu,38.72420694,7.789536999999999
mof_unit_pretest_351,2170.987244,2269.922077,0.0,0.04648,0.0268,F-Cl,9,2,18,sra,17.51864016,9.31228
mof_unit_pretest_352,4423.628516,2220.44992,2237.08,0.35159,0.4218,SO3H-HCO,1,9,11,pcu,14.686130599999998,5.510142
mof_unit_pretest_353,2001.830799,791.6714,3190.95,0.42507,0.6473,,2,14,27,pcu,16.18323556,5.501003
mof_unit_pretest_354,3049.203291,2512.889856,479.0,0.1188099999999999,0.0868,OMe-NO2,10,43,56,etb,36.90635137,6.648548
mof_unit_pretest_355,1641.2132800000002,783.32056,2515.86,0.33813,0.4266,H-HCO,3,13,22,pcu,10.94185169,5.125058999999999
mof_unit_pretest_356,1097.396915,657.5742799999999,1415.55,0.19698,0.198,OEt,2,4,24,pcu,20.98161238,6.186593
mof_unit_pretest_357,1931.442374,1007.39828,2036.32,0.27052,0.3123,OH-OMe,3,2,5,pcu,33.87966971,5.912901000000001
mof_unit_pretest_358,2054.031196,1359.197,1029.53,0.18988,0.1728,Br-Ph,2,6,10,pcu,19.08550128,5.857718
mof_unit_pretest_359,1129.845391,693.11036,1642.66,0.25517,0.2505,H-OH,3,1,4,pcu,12.96816594,5.235942
mof_unit_pretest_360,1738.830206,1059.8462,1346.98,0.19599,0.1936,SO3H,2,10,29,pcu,86.507204,7.676939999999999
mof_unit_pretest_361,2108.28115,1065.52356,2117.74,0.28495,0.3395,OH-OPr,3,13,18,pcu,15.23677456,5.365395
mof_unit_pretest_362,3954.801873,1720.78328,2653.41,0.4185399999999999,0.5793,SO3H-OPr,1,8,10,pcu,16.53404273,5.08523
mof_unit_pretest_363,1546.267797,1282.83516,1165.51,0.20981,0.1523,I-H,3,10,28,pcu,42.82319612,7.299238000000001
mof_unit_pretest_364,4633.17277,2133.3236,2518.73,0.34669,0.4534,OH,4,2,23,acs,16.17368657,5.92322
mof_unit_pretest_365,1796.411786,881.8719199999999,1980.6,0.27965,0.3431,Pr-OMe,2,14,26,pcu,22.36306191,4.842403
mof_unit_pretest_366,2396.497739,1363.9064,1675.22,0.21882,0.2315,Me-SO3H,3,24,28,pcu,33.80176323,6.204497
mof_unit_pretest_367,2127.791964,1496.772093,0.0,0.0924,0.0791,F,9,2,18,sra,456.2986475,10.14261
mof_unit_pretest_368,2966.392099,1284.7136,3006.11,0.32641,0.4539,H,9,16,23,sra,40.73537106,6.630814999999999
mof_unit_pretest_369,1065.494223,731.57,0.0,0.13041,0.1144,NH2-COOH,2,24,24,pcu,29.46022599,5.654323000000001
mof_unit_pretest_370,1122.977679,737.30024,932.02,0.15023,0.1378,NHMe-HCO,3,1,4,pcu,43.76800457,7.830339
mof_unit_pretest_371,1526.94971,1013.64712,1317.72,0.19138,0.1736,OH-NO2,2,4,18,pcu,28.53345204,6.207783
mof_unit_pretest_372,938.959489,555.07728,1766.68,0.24719,0.2518,H-OH,3,4,5,pcu,15.21988321,5.996048
mof_unit_pretest_373,2076.221966,1313.9947,0.0,0.11042,0.1051,Me-H,12,9,10,bcu,49.6294134,7.359980999999999
mof_unit_pretest_374,3828.301776,1939.685356,1793.43,0.35107,0.4173,HCO-OMe,10,44,54,etb,24.77768238,6.224036
mof_unit_pretest_375,1140.887724,591.11268,2197.92,0.2975,0.3458,CN,3,11,14,pcu,11.48936684,4.967639
mof_unit_pretest_376,1159.965034,945.440375,0.0,0.05915,0.0437,F-Et,3,12,22,pcu,32.48205323,7.117542
mof_unit_pretest_377,1123.483128,959.1899,0.0,0.09543,0.0673,I-Et,3,4,22,pcu,48.35353891,7.369181
mof_unit_pretest_378,4112.527588,2219.2016,2202.76,0.2737,0.3054,NO2,12,4,10,bcu,34.82985047,6.177385
mof_unit_pretest_379,1652.924941,731.2062400000001,3304.47,0.35728,0.4864,NO2-Me,3,1,25,pcu,10.73880607,4.925572
mof_unit_pretest_380,3170.921864,1459.163286,3381.36,0.37356,0.4889,Cl-F,9,18,20,sra,31.900732399999995,6.524604
mof_unit_pretest_381,2582.07213,915.48132,3499.14,0.4662699999999999,0.792,OH-Ph,3,2,16,pcu,8.463941465,4.728081
mof_unit_pretest_382,899.119832,631.4526400000001,878.12,0.14843,0.1273,COOH-NHMe,2,1,10,pcu,49.72548404,7.309009
mof_unit_pretest_383,1474.571382,875.559566,1502.33,0.21919,0.2223,OH-F,2,10,28,pcu,41.09430083,6.883649
mof_unit_pretest_384,686.835578,501.26624,1138.7,0.19947,0.1646,NO2,2,10,11,pcu,28.50982532,5.98744
mof_unit_pretest_385,1487.9656220000002,659.50558,3142.59,0.3958,0.5378,HCO,2,14,20,pcu,13.759072,5.498412999999999
mof_unit_pretest_386,2582.29299,1201.91322,2330.92,0.29682,0.384,OPr-NHMe,12,11,22,bcu,11.56593475,4.9298
mof_unit_pretest_387,3856.625907,2925.290438,719.87,0.15359,0.1219,H-F,4,1,24,acs,40.13182249,6.977169
mof_unit_pretest_388,3936.622305,3342.18472,0.0,0.06127,0.0435,OEt-OMe,4,4,11,acs,90.73051763,8.897631
mof_unit_pretest_389,1569.742888,1095.48936,1479.02,0.23929,0.2065,HCO-I,2,14,17,pcu,29.38308175,6.413588
mof_unit_pretest_390,2479.324785,973.73776,2600.13,0.32815,0.5032,Pr-NHMe,3,7,10,pcu,18.16310781,5.9569220000000005
mof_unit_pretest_391,10275.356185,3760.34592,3508.1,0.4669399999999999,0.7684,NO2,12,2,18,bcu,12.96650858,5.06764
mof_unit_pretest_392,1665.67919,799.36148,2201.43,0.28629,0.3593,OMe,3,1,23,pcu,17.50644538,5.254832
mof_unit_pretest_393,3853.643102000001,1424.81024,3434.96,0.43201,0.7036,H,9,7,18,sra,31.90026787,6.093579
mof_unit_pretest_394,1379.393786,847.85416,820.12,0.1302299999999999,0.1276,OPr-Me,2,11,16,pcu,29.54122751,7.570738
mof_unit_pretest_395,1588.063989,935.42664,1935.74,0.32285,0.3301,SO3H,3,1,2,pcu,38.48353779999999,6.875916999999999
mof_unit_pretest_396,2483.189114,2114.81678,978.55,0.19897,0.1407,I-COOH,3,12,28,pcu,26.40187699,6.013203
mof_unit_pretest_397,2251.239856,1544.52186,1294.11,0.22998,0.2019,CN-NO2,4,1,19,acs,37.64926837,5.621017
mof_unit_pretest_398,2007.51657,1713.17672,0.0,0.06087,0.043,Me,4,14,14,acs,74.37900776,8.884732000000001
mof_unit_pretest_399,12272.832356,5408.493232,1914.67,0.47185,0.6448,HCO-SO3H,10,54,54,etb,25.710531600000003,5.7929900000000005
mof_unit_pretest_400,3471.772351,1858.20732,2126.71,0.3115699999999999,0.3506,Br-H,9,18,23,sra,30.75303367,6.119756
mof_unit_pretest_401,1112.1612699999998,907.02922,731.5,0.16113,0.119,I-OEt,3,4,12,pcu,19.31548961,6.554687
mof_unit_pretest_402,2004.344735,846.7053,2667.49,0.39386,0.5615,OPr-NO2,2,4,27,pcu,16.48229734,5.201329
mof_unit_pretest_403,4363.439689,2507.41442,1660.01,0.2722,0.2853,HCO-NH2,1,4,14,pcu,18.34765462,5.780024
mof_unit_pretest_404,3161.459701,1895.632796,1646.72,0.2616699999999999,0.2628,H-COOH,10,47,54,etb,17.96347996,5.476816
mof_unit_pretest_405,1076.916886,720.0514599999999,1157.16,0.18863,0.1699,Cl-HCO,3,4,12,pcu,31.79983861,6.746921
mof_unit_pretest_406,1936.458445,1084.51486,1562.08,0.27591,0.2967,NH2-CN,3,13,16,pcu,13.11963696,5.412357
mof_unit_pretest_407,1943.483167,974.87076,2028.39,0.29921,0.3592,OEt-NO2,2,16,18,pcu,16.03415011,5.701258999999999
mof_unit_pretest_408,3895.244472,3700.44392,0.0,0.1066599999999999,0.0676,I-COOH,4,11,14,acs,46.98319438,6.418135
mof_unit_pretest_409,3430.8024090000004,2096.54496,1256.25,0.2218,0.2186,NHMe-Br,9,17,23,sra,18.9959892,5.036315
mof_unit_pretest_410,5323.758613,4869.92048,964.68,0.20447,0.1346,OH-I,12,4,4,bcu,21.16278015,5.780283
mof_unit_pretest_411,1888.0938670000005,1140.41296,0.0,0.17231,0.1718,OH-H,9,11,16,sra,60.08913887,6.929061
